"airport_name","link","title","author","author_country","date","content","experience_airport","date_visit","type_traveller","overall_rating","queuing_rating","terminal_cleanliness_rating","terminal_seating_rating","terminal_signs_rating","food_beverages_rating","airport_shopping_rating","wifi_connectivity_rating","airport_staff_rating","recommended"
"sacramento-airport","/airport-reviews/sacramento-airport","Sacramento Airport customer review","B Parks","United States","2011-11-09","On our trip to Las Vegas my husband and I needed wheelchair assistance for the first time. He can not stand for long periods and can certainly not make the long distances to the gates without assistance. All the assistants were kind and accommodating. We could not have made this trip without this service. We do recommend however that your shuttle stop at all locations as needed in economy parking. We were dropped off at a lighted kiosk which required walking several rows to our car. They didn't announce our location was coming up.","","","","9.0","4.0","5.0","","","","5.0","","","1"
"sacramento-airport","/airport-reviews/sacramento-airport","Sacramento Airport customer review","Jacque Behler","United States","2011-08-30","My husband and I just departed from Terminal B at the SAC airport. My husband is handicapped and needed wheelchair assistance. Securing a chair immediately was not a problem and airline agents at counter were great. My issues began at the security check. The agent at the scanning portal did not speak clearly as to where my husband was to wait for an agent to give him a pat down. He waited and waited for an agent to arrive. It made the whole security area seem disorganized. We also had a similar experience at our departure gate. Again our airline agent checking boarding passes called at least 4 times for assistance before she got confirmation that someone would eventually get there. Is this airport short handed or do they just not want to deal with the handicap.","","","","2.0","5.0","3.0","","","","3.0","","","0"
"sacramento-airport","/airport-reviews/sacramento-airport","Sacramento Airport customer review","S Koenig","","2010-07-16","Airport is apparently in the process of a large expansion. Overall arrival and departure were fairly easy but the check-in area for Southwest Airlnes was very overcrowded (both the indoor check-in counter and outside curbside check-in area). The consolidated rental car facility was easy to use though there are few attendants in the lot to help you if you have any problem finding your car etc. One pleasant surprise was the low price of gas at the station on airport property; actually lower price than many in-town stations (though did not accept American Express) making it an easy choice when filling the tank before returning n your rental car. Lots of shops and restaurants in the airport once you pass through security.","","","","4.0","","","","","","","","","0"
"sacramento-airport","/airport-reviews/sacramento-airport","Sacramento Airport customer review","Kaye-Marie Newell","","2006-04-06","It seems that several years ago it was a nicer experience to ""eat and run"". As I recall there were choices of restaurants and they were available to everyone not just to those who were flying out. It changes the portrait of reunions and/or farewells when the best choice is to go somewhere else oftentimes including wandering about lost for a bit in the process (being a stranger in a strange land) finding yet another parking place and being unsure of the surrondings and/or offerings on the menu. The ideal plan is to eat with friends and family in a comfortable environment and proceed with the rest of the itinerary. Many of us don't want to add more stops and more diversions to often already overbooked travel plans. How wonderful it would be to enjoy a meal together without going out of the way to do it. Add to that the fact that less and less is being offered or served onboard flight it's very nice to have a restaurant or two available before departing or upon arriving.","","","","","","","","","","","","","0"
"sacramento-airport","/airport-reviews/sacramento-airport","Sacramento Airport customer review","Barry J Hodge","","2005-04-30","A bright and spacious airport but one word of warning. We surrendered our hire car planning to stay the night at the airport hotel and eat at the airport restaurant (just beyond the massive sign on the outside of the building announcing 'Restaurant and with it's own doors at that. Beware - inside is a small pizza hut express and a vending machine selling (on the occasion we visited) two salads and I don't mean a choice of two sorts I mean a total of two. We made the best of it but found the airport at the state capital contributed poorly to the gastronomic experience.","","","","","","","","","","","","","0"
"sacramento-airport","/airport-reviews/sacramento-airport","Sacramento Airport customer review","Patrick Malloy","","2003-11-14","Sacramento airport is one of the nicer ones I've been in the United States. The terminals are open and bright with a nice food court area and some shops. There's not a huge selection in food or shops but it is a small airport and the selection there is is good for the size. Check in is efficient. Baggage claim is a bit crowded but that is the only complaint. Access to the airport is good and it is not far from the city.","","","","","","","","","","","","","0"
"sal-airport","/airport-reviews/sal-airport","Sal Airport customer review","Daryn Johnson","Cape Verde","2015-06-18","It's a very small airport which is both a good and a bad thing. There are no terminals as such and so it can be relatively quick to get from check in to departure gate that's if the luggage belts aren't broken. As it stands it's quite a pain free experience but the airport won't be able to cope with many more flights. Usually there are about 3/4 international flights a day carrying 150 - 300 customers per flight and then the 2/3 internal flights which carry around 70 pax. You can smoke after check in and there's a small bar each side offering mainly light snacks. Sometimes security check passports before check in sometimes they don't but I don't really understand their purpose in the main hall way which most airports would allow anyone access to.","Arrival and Departure","16-06-2015","Business","4.0","2.0","3.0","2.0","","2.0","1.0","0.0","","1"
"sal-airport","/airport-reviews/sal-airport","Sal Airport customer review","C Roberts","","2008-02-27","By developing nation standards not a terrible airport but not a great one either. Check-in is slow food options are almost non-existent and security screening is on the lax side. There aren't close to enough seats in the departure lounge if there are two planes leaving and smoking is allowed inside the terminal. There are no real departure gates and planes are very close to the door but you must still be bussed to the plane instead of walking about 100 meters. On the up side the taxi drivers aren't pushy and give honest prices.","","","","3.0","","","","","","","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","Richard Butler","United States","2014-06-04","Consistently the worst airport I fly through. Typical example: Last Thursday 5/29/14. I enter security line about 10 am. I'm roughly #60 in line. One TSA drone checking I.D. stopping our line to process First Class and wheelchair passengers while we wait. Two agents are processing far fewer Pre-Screen passengers. When I reached the front of the line I count about 100 in line behind me. Inside as usual verbal instructions are lacking TV inaudible enforcement inconsistent. We endured 30+ minutes of this stupidity.","","","","5.0","1.0","4.0","","","","4.0","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","Leo Enticknap","United States","2013-01-02","I arrived here on an international flight with only 45 minutes to make a connection. I'd given up hope more or less before landing but the Border Agency TSA and airport staff at SLC were superb. They picked people out of the lines with tight connections and then fast-tracked them through immigration customs baggage recheck and security with the result that both I and my checked luggage made it onto the connecting plane. This is the first time that I've connected from an international arrival at SLC but I have done so dozens of times at Delta's other European arrival hubs e.g. ATL and MSP and there is no way that I'd have made that connection at any of them.","","","","10.0","5.0","4.0","","","","0.0","","","1"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","R Margolis","United Kingdom","2012-07-31","Queuing times and cleanliness were both ok. The main problem is the small size of the airport and its layout. Almost all facilities for eating are inside security. If you are stuck for hours outside of security too bad. There is one small Starbucks in one terminal and one small 7-11 like snack store in the other. Car rental is in another building with no food across a road the parking garage. We arrived after 1 pm ready for lunch after of course having no airline food. The car rental companies are totally inept. The company we reserved with had no cars available period and only vaguely suggested we might get one after several hours. We and many others waited hours despite rental reservations in the parking facility with our luggage and no food. There was no where to store luggage while waiting so that one could at least take a taxi to get something to eat. We were stuck. Never have I seen such an awful airport or had such an awful airport experience.","","","","2.0","4.0","4.0","","","","1.0","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","M McManus","United Kingdom","2011-04-27","Arrived from Denver for a day trip to Salt Lake City. SLC airport is very small and obviously just a regional airport. Two best options for getting to downtown are a UTA bus for $2.50 or a free shuttle provided by the Mormon church. The Mormon shuttle will take anyone of any religion to downtown and collect them later in the day and take them back to the airport free of charge. The only catch is you have to do a tour of the Temple Square complex which takes about 40 minutes and involves being guided by two young female missionaries. This tour is excellent but will involve your own religious beliefs being inquired about which I didn't mind but others may want to consider this. Airport itself is only 15 minutes from downtown unlike in most cities where it is some distance away. Airport had good stores albeit rather small. TSA staff were genuinely charming and helpful. Quite long lines for Southwest airlines check in and you MUST have your confirmation number for your flight or you can't check in. Security lines about the same length.","","","","4.0","3.0","3.0","","","","3.0","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","H Ersoy","Australia","2011-02-04","Spent more than 2 good hours at SLC due to our next connection flight. I can't complain about this place after our experience at LAX. There are plenty of choices to eat something and buy something. We were able to stretch our legs walking around every corner of SLC. Good layout they have there. People are friendly. When we arrived from LAX the airport was extremely busy toilets were clean. Plenty of information bays about where to go shops etc at SLC.","","","","5.0","3.0","5.0","","","","5.0","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","J Jensen","","2010-07-13","The airport itself is a kick back to the 1960s or 70s but recently is has been announced that SLC is going to bulldoze everything and start over. The airport has gotten more restaurants inside of security. Weather delays can be bad during or after a major storm but general not as bad as say Denver International. My only real complaint is that the airport is a major hub for Delta Air Lines not one of my favorites. Delta crams a lot of gates together and at times not enough seats for people waiting. The airport was designed to handle around 12 million passengers a year and it handles around 23-25 million a year. Lets hope for a modern well lit terminal.","","","","4.0","","","","","","","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","Elmore Poulet","","2009-08-03","Despite often being painfully crowded SLC is moderately convenient for people making connections especially on Delta. Unlike that other major Rocky Mountain hub Denver SLC seems to have many fewer weather delays. About once an hour when all the flights are in the whole airport is slammed but in between it isn't too bad. Each gate's waiting area has only about thirty seats for flights taking hundreds of passengers so crowding is unavoidable. The concourse bathrooms are way too small with too few toilets and not enough room to maneuver roller bags in and out. On the other hand there are plenty of shops and amenities inside security. Concourse E where commuter flights arrive and depart is massively confusing with a long row of gates jammed together just across a walkway from where thousands of passengers try to figure out where they need to go. It's an amazingly bad layout. Delta's SLC Crown Room is showing its age with worn furniture and tattered carpet but the free drinks and complementary T-Mobile wifi are welcome. The Crown Room can also be very crowded at certain times. Outside security the ticket area is too small for the number of passengers and there are often long winding lines to check in. The line outside the Terminal Two security entrance often extends all the way across the bridge to the parking garage then doubles back all the way to the security gate. SLC hint: If the Terminal Two security line is too long try going through security at the adjacent International Terminal. It is often wide open though the last time I was at SLC that checkpoint was closed. I guess the powers-that-be want us to wait in a long line! Car rental is very convenient being in the parking garage just across the street from the terminals and downtown Salt Lake City is very close. Overall SLC is a decent airport without enough facilities for the number of passengers traveling through pretty much like most American airports.","","","","3.0","","","","","","","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","T Wills","","2008-04-14","Flew Southwest into and out of SLC last week and have done the same about 4 times in the past 6 months. The airport is OK. Nothing spectacular just OK. Aesthetically it is pretty poor no personality and the restaurant choices could be a lot better. It's hard to find electricity outlets and there's no free wifi. That said it gets the job done. Check-in the walk to and from the gates baggage claim and the walk to the rental car counters are all pretty efficient. Arrivals and departures seem to be on time more often than not and if I were flying on Delta I would definitely use SLC over their other hubs.","","","","","","","","","","","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","M Kimball","","2007-08-24","After travelling through larger airports Salt Lake is a very pleasing airport to travel through. While the architecture an outdated eye sore and there is no main theme of decoration there is a very calm feeling throughout the airport. The ceilings are low but it is still spacious and the art is fantastic. I wish there were more restaurants that I've actually heard of and a door to the smoking area would be appropriate. There is very little traffic and the staff is very efficient. Thanks to the multiple runways (with another on the way) we always leave on time and our luggage is always waiting for us at the baggage claim.","","","","4.0","","","","","","","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","B Jantzen","","2005-02-24","SLC Airport is understandably confusing to travelers that do not use it on a regular basis. With Delta obsorbing much of Dallas/Fort Worth's traffic (the delta hub there closed) there are many more flights. Because of this passengers on scores of flights must check in at a completely different terminal than they will be departing from!! Furthermore there seems to be a mindset that any given regional jet is Skywest and any Skywest plane is operated by Delta. Neither is the case as United Express operates Skywest and Delta connection also contracts with Atlantic Southeast. The reason I mention this is because I asked for directions to the skywest check-in location (intending to travel with United Express) however I was sent to the wrong terminal where the Delta Connection check-in was located. This is probably a great airport for residents in the SLC area but it sure is confusing for visitors!","","","","","","","","","","","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","M Devor","","2003-06-20","I disagree with the previous comment. I find Salt Lake to be one of the nicest airports out there. Everything is under one roof the staff are so friendly and smiling it is easy to change planes and you can actually make a connection with a minimum of time. The airport is close to the city maybe a 10 minute taxi ride. The one negative with the new procedures after 9/11 is that there is literally nothing for the visitor to do in the public zone. Everything is airside. I would like to see some more non-Delta activity. Delta owns the airport much like Atlanta.","","","","","","","","","","","","","0"
"salt-lake-city-airport","/airport-reviews/salt-lake-city-airport","Salt Lake City Airport customer review","C Jones","","2002-12-09","The main terminal area for Delta has two deficiencies. First the ""smoking rooms"" is SLC the last airport to still have these? Every place else I regularly fly through relegates it to outside. The ventilation is horrible and the gate next to the smoking room stunk. Second is the cramped seating at the end of the concourses. At the end of the C concourse there are 8 gates with insufficient seating. At the time I was waiting to depart on a 737 there were 2 767s waiting to board an MD-80 a 757 arriving and two other 737s. What a mess! One last peeve but not unique to SLC is the omnipresence of the CNN Airport Network. I'll give a gold star to the first airport that opens a CNN-free zone. Nothing is worse than a long delay and seeing the same loop of poorly presented news every half hour. Doesn't anyone read anymore?","","","","","","","","","","","","","0"
"salvador-airport","/airport-reviews/salvador-airport","Salvador Airport customer review","Marcel van der Waal","Netherlands","2013-07-29","Chaotic lines at check-ins (GOL and Avianca) no idea how to organize slow and uninterested. After security fully overcrowded hot not enough seats and little options to have something to eat.","","","","3.0","3.0","3.0","","","","1.0","","","0"
"salvador-airport","/airport-reviews/salvador-airport","Salvador Airport customer review","R Casa","Brazil","2011-06-23","Although there is little traffic at SSA there will always be long lines. This is especially true for international flights. Although there may be only one international flight leave in 3 hrs immigration will take 1 hr. And beware of the arrival of 2 international flights within 1 hr. You will see the typical Brazilian chaos!","","","","1.0","1.0","3.0","","","","3.0","","","0"
"salvador-airport","/airport-reviews/salvador-airport","Salvador Airport customer review","A Hijmans","Brazil","2010-02-26","Travellers arriving into SSA on international flights beware: most of the cash machines in the airport for some unfathomable reason cease service at 23:59. Particularly inconvenient since TAP and Air Europa flights from Lisbon and Madrid arrive shortly before midnight leaving international travellers with no Brazilian money. This happened to me for the second time now which suggests it is a continuous issue. There are three cash machines in the revamped Banco do Brasil right next to international arrivals which accept foreign (maestro / cirrus) cards but they only issue a maximum of R$100 per card which is just about enough for a taxi ride to the city centre and a beer. Apart from this major issue which is strictly speaking not Infraero's fault but the banks' SSA still remains an efficient and pleasant airport.","","","","4.0","3.0","3.0","","","","3.0","","","0"
"salvador-airport","/airport-reviews/salvador-airport","Salvador Airport customer review","Richard Millard","","2010-01-08","This is an efficient and well-equipped airport. For travellers on AA beware that ground staff and security don't seem to communicate. The security channel for US departures remained closed until beyond the scheduled time of departure with no explanation given. The departure boards didn't show that there was a 90 minute delay and instead left all boarding passengers to wait outside the secure area. This seems to be a specific AA problem.","","","","3.0","","","","","","","","","0"
"salvador-airport","/airport-reviews/salvador-airport","Salvador Airport customer review","Manel Rilo","","2009-03-12","Nice medium size airport. Looks new (or revamped) and spotless clean. Easy to move around and offers enough services. Serious but very efficient staff which is all I ask for. Fast check in fast security even going through passport control was relatively fast (it was a late fly though so there wasn't many people).","","","","5.0","","","","","","","","","0"
"salvador-airport","/airport-reviews/salvador-airport","Salvador Airport customer review","A Hijmans","","2008-05-16","On the whole SSA is everything you'd expect a medium-sized airport to be. It's spacious well- signposted and safe. Check-in is usually fast (except for charter flights to Europe) security is fast and friendly domestic arrival also fast and efficient. The one major problem at SSA are the long queues at customs in the afternoon when several international flights arrive pretty much at the same time. If you don't carry a Brazilian passport expect to stand in line for over an hour. There are just enough shops and food amenities. SSA is still (thankfully) first and foremost an airport not a shopping mall. If you are taking a bus from the city centre to the airport (or vice versa) be aware that traffic in Salvador is horrendous and the journey at peak times will take at least two hours.","","","","3.0","","","","","","","","","0"
"salzburg-airport","/airport-reviews/salzburg-airport","Salzburg Airport customer review","Brian Mulhern","Ireland","2015-01-19","Terrible airport. On arrival or departure one is placed into a hot overcrowded bus that remains stationary for some time. You will become well acquainted with your neighbours arm pit. In the airport wifi is awful. The shops and bars are very expensive. Avoid if possible.","","","","1.0","3.0","4.0","","","","1.0","","","0"
"salzburg-airport","/airport-reviews/salzburg-airport","Salzburg Airport customer review","R Tompkins","United Kingdom","2014-09-05","Tiny airport which would be fine if it didn't have so many planes using it. Rammed baggage collection with some planes luggage delivered outside. No train service available so it's a bus or a taxi. Coming back no lounges at all just one tiny cafe with a huge queue one shop one toilet and standing room only. Avoid as I will next time (Munich or Zurich instead).","","","","","2.0","4.0","","","","1.0","","","0"
"salzburg-airport","/airport-reviews/salzburg-airport","Salzburg Airport customer review","S Cahill","Australia","2013-07-07","Compact and efficient. Close to city centre with good transport options. Check in works well (Lufthansa - some others had London queues). Security screening kept things moving with no unnecessary delays. Airside quite disappointing. Much too small for passenger numbers mid morning with considerable space taken up with duty free shop at the expense of sufficient seating. Combined bar and general shop had very long queues. If you want reading material be sure to buy before security. This will need well planned upgrade in future to maintain the reputation of this otherwise very likeable airport.","","","","8.0","4.0","5.0","","","","3.0","","","1"
"salzburg-airport","/airport-reviews/salzburg-airport","Salzburg Airport customer review","W Schweer","Germany","2012-04-08","Generally an efficient and easy airport. Increasing direct flights lead to a higher passenger volume that can't be handled at this very small airport easily. Staff are always very friendly but facilities don't support them they have to walk outside the building in order to open the doors for the boarding process. All other infrastructure conditions like road accessibility and parking are close to being perfect.","","","","9.0","4.0","3.0","","","","2.0","","","1"
"salzburg-airport","/airport-reviews/salzburg-airport","Salzburg Airport customer review","Joe Bailey","","2008-11-06","A good little airport. You get off the plane and 20 minutes later you are in the city centre in your hotel. Heaven! Using it on the way out is also fine. A little bit crowded (but there were weather delays when I was there). It is a small well run perfectly good little airport.","","","","5.0","","","","","","","","","0"
"salzburg-airport","/airport-reviews/salzburg-airport","Salzburg Airport customer review","Tom Maule","","2008-09-17","Arrivals quick and efficient - passport control took seconds despite two flights arriving at the same time and luggage was on the belt within minutes. Overall it took less than 20 minutes from landing to leaving the airport. Departures just as efficient with plenty of check-in desks. Food and beverages were all reasonably priced in clean and pleasant surroundings. Security was quick. Airside is small but clean and with adequate seating. Limited shopping and eating facilities. Boarding is efficient - they don't cram buses full to take you to the aircraft. This also helps onboard as you don't have a full flight all trying to get seated at the same time.","","","","5.0","","","","","","","","","0"
"salzburg-airport","/airport-reviews/salzburg-airport","Salzburg Airport customer review","John King","","2006-11-17","What a fantastic airport clean small and friendly great to park at if you only pick up and drop off use the 'kiss and fly' park very cheap and a stones throw from the front door. can't believe they managed to build such a place nestled in the mountains which tower up around the airport perimeter. Check out the web cams also from the airport official site fantastic. Never a problem to check in-always very quick and efficient often the same person checking you in takes your boarding cards at the gate so you get to know the faces after a while. If you have the time go to the Panoramic viewing area on the roof a must with a bar in the summer and chairs and sun loungers!! Or you can eat in the restaurant overlooking the runway and apron. Its a wonderful place as far as airports go and a real treat to travel in and out of. Restaurants and shops are good value too given the fact they have a captive audience. 10/10 Salzburg!","","","","","","","","","","","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Anatoli Naoumov","Canada","2015-06-24","Went through security in under 10 minutes. Many outlets to charge my phone. Variety of food to take on board. Clean, well ventilated. Plenty of seats.","Departure Only","24-06-2015","Business","10.0","5.0","5.0","5.0","","5.0","","","","1"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Breanna Norton","United States","2015-06-17","I have never had an issue before but I am beyond upset. I got to the airport 2 hours early and check in took me the whole time making me miss my flight. I was in line to check in and was told to go in another line that took forever then finally got up front after finding out I missed my check in time after I kept asking to go to the front to avoid missing having the staff tell me no because I'll make but turns out I didn't make it me now on standby for a flight that's full. Their staff are not helpful one bit.","Departure Only","16-06-2015","Solo Leisure","1.0","2.0","4.0","4.0","","3.0","3.0","3.0","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","K Niquette","United States","2015-06-15","Utilized San Diego International Airport for a connecting flight. To put it simply, the Southwest Airlines terminal at this airport is far too small to accommodate the amount of traffic that it is currently going through it. It's standing room only more often than not at many of the gates and seating is insufficient. Also, it was very confusing to hear flight information with all the announcements being made over one another. Furthermore, there is only one bathroom facility to service 10 gates. One positive thing about this terminal is the food choices one is offered. Overall, an unpleasant experience at the airport here in San Diego, and one that can be greatly improved for the future.","Arrival and Departure","13-06-2015","FamilyLeisure","5.0","2.0","3.0","1.0","","5.0","","2.0","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Bill Hawk","United States","2015-04-23","Avoid Terminal 1 Southwest at all costs. This is the most poorly designed terminal I have ever seen. Considerable food stands zero seating. One restroom for 8 gates. Two security lanes apparently performing on- the-job training for TSA staff.","","","","","1.0","3.0","","","","1.0","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Mark Kemper","United States","2015-01-05","This airport has really stepped up its game in recent times with the upgrade. I have traveled through more than 300 airports and this one ranks as one of the more aesthetically appealing I have seen at least in the US. I recall on my first visits in the 90s and early 2000s when the terminal felt very cramped. The hallways were narrow and people were sitting in the aisles because there was not enough room in the gate area. That has changed drastically for the better. The airport is what I would call medium-sized and therefore is quite manageable. Upon our arrival it was late and the airport was not crowded. We were nonetheless struck by the improvements in appearance. The walk to the baggage claim was not bad at all. We did have to wait a rather long time for our luggage and that was probably the biggest negative we experienced. Otherwise everything was smooth. We found our way out to the taxi area without too much difficulty though the directions were not as well marked from our end of the terminal. There were plenty of taxis waiting and we had no problem getting one right away. Our hotel did not have a shuttle and it was about $18 with tip to get to the Hyatt about 3 miles away. There is a lack of transportation options. It would be nice if they extended a light rail line to the airport or provided some alternate means of public transport. With our departure the check-in area functioned smoothly and the security lines were fairly well managed making the wait times pretty reasonable. The facilities in the airport were quite nice. I waited with my daughter for her flight back home and there was plenty of space to sit and relax for the short time before the flight was called. In the Delta Sky Lounge the facilities there were superb. The atmosphere was relaxing and presented a great place to wait for boarding. I did not take advantage of the shops and eating options in the airport while they seemed to be a bit limited the were nice. Overall I was quite impressed with this airport. The size makes it very usable. Getting to the airport and getting away are processes that are manageable. While the facilities might not be as packed with commercial options and eateries as some larger airports it is a small price to pay. The thing that cannot be underestimated is the general atmosphere that simply allows this place to become a very pleasant part of the travel experience and not a necessary evil.","","","","8.0","4.0","5.0","","","","4.0","","","1"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","James Harthworth","United Kingdom","2014-09-01","Took a flight from London to San Diego. The airport is wonderful very clean and modern and the views of palm trees the bay and skyline from the moment one steps off of the plane (new T2) is a real treat. The immigration and customs area was smaller than expected but I hear they are working on expanding this as part of the general airport expansion plans. Staff is courteous efficient and friendly. The airport is conveniently located minutes from downtown and probably has one of the nicest physical locations of an international airport I've visited - it is surrounded by water and is right across (literally walking distance) from the bay with its resort hotels manicured promenades and huge marinas filled with pleasure boats.","","","","10.0","5.0","5.0","","","","5.0","","","1"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","H Castle","United States","2014-04-07","Recently traveled through San Diego Lindbergh Field and the newly renovated and expanded Terminal 2 West. In addition to the added gates the new restaurants bars and Sunset Cove area deserve special mention. The new security area was large and easy to traverse with almost no waiting. There's a new elevated departures drop off zone which is very convenient. Improvements to Terminal 1 are being designed. Short of a new airport they've done a nice job.","","","","10.0","4.0","5.0","","","","5.0","","","1"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","R Adey","United Kingdom","2012-11-14","Apparently upgraded recently to international airport and just not up to it. Facilities poor but not as poor as quality and competence of check in and gate staff who appear to be let down by their systems. Not a great advert for what San Diegans call the 'Greatest City in the USA'. If we went back there would seriously consider flying into LAX and driving down.","","","","3.0","3.0","2.0","","","","1.0","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","S Wyatt","United States","2012-06-05","Security was quick and the walk to the gate is very short. However the airport is poorly designed. The gates are very crowded with little or no seating areas. The gate areas are not designed to handle the capacity of today's travel capacity. The gate areas are very dirty with trash everywhere. The airport is badly in need of a redesign and expansion.","","","","5.0","4.0","1.0","","","","1.0","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Kevin Tunnicliffe","United Kingdom","2011-11-24","Flew into T2 on BA. Terminal very quiet and we were through immigration in about 10 mins after leaving the plane. Baggage on the carousel within a further 10 mins. Passengers are then made to stand in line and have their hand and checked bags x-rayed and themselves scanned before being allowed to leave. Big queues by then as another flight had come in. What a shabby way to treat passengers.","","","","6.0","1.0","3.0","","","","0.0","","","1"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","J Powell","United States","2011-09-15","SAN is very easy to get to your plane whatever time it is. I'm travel through this airport few times a year. The airport practically has to stop in order for British Airways B772ER to takeoff due to very small taxiways. Never had any problems with this airport. I agree T1 should be replaced soon.","","","","4.0","5.0","5.0","","","","5.0","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","M Rogers","United States","2011-08-27","Like many airports that have expanded in fits and starts over the years SAN is broken up between 3 terminals terminals one and two and the commuter terminal for short flights to Los Angeles. Terminal one is a bit older and cramped especially if you go in the morning rush or fly on Southwest. Terminal two is a bit nicer but currently undergoing expansion construction until 2013-2014. Parking is via shuttle and you have several choices between private and operators associated with the airport. The big plus is that the airport is located 5-10 minutes from downtown.","","","","3.0","3.0","3.0","","","","3.0","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","C Mein","","2008-12-31","SAN airport is the most poorly designed airport. I live here and have to use that airport weekly which gives me the right to say this airport stinks. Terminal 1 is way too small sometimes so small that when Southwest has long check in lines you can't determine what is the check-in line versus the security line. The other thing is how long it takes to get your bags. I have no idea how places like DFW JFK and even O'Hare can have bags on the baggage claim carousels within 15 minutes of getting off of the plane but at SAN it takes an average of 25-30 minutes minimum - what the heck are they doing?","","","","2.0","","","","","","","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Oliver Braddick","","2008-08-14","As others have commented SAN is a comfortably sized airport with a somewhat irritating need to go up over a bridge and down again to get from the baggage carousels to the shuttle buses. However a special warning to international travellers. We came in on the new Zoom service from London (8 hrs late but that's another story). The immigration staff at SAN have clearly not yet learned to handle the demands of diverse international passengers. We were on J-1 (exchange visitor) visas - not uncommon you would think for a city with a major international university and numerous high-tech research institutes. The officers appeared completely unfamiliar with this - we were asked if we were students (aged 60+!) sent off for secondary questioning returned waited while a second officer sought guidance from superiors on where to stamp the form.. at least 1/2 hour to our wait time. Another young man coming in on a student visa got similar treatment. I was also struck that the flight crew who have a dedicated desk and in my experience usually walk straight through immigration were waiting in line up to 40 minutes. Next time we'll return to the madhouse of LAX where at least they know what they're doing.","","","","3.0","","","","","","","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","N Prestage","","2008-06-02","Arrived via AA. Terminal easy to negotiate but it would sure be nice if AA would advise its passengers as to which baggage carousel would be used. Because of SAN weather being pretty much VFR all the time flights are pretty much on time even though there is only one runway. Rental car shuttle vans are a bit of a walk but once you're in your car its a breeze getting into SAN downtown or onto I-5 or I-15 freeways. Great for cruise passengers as you can actually see the cruise ship (s) right outside baggage. AA has a small Admiral's Club with computer terminals and printers if needed.","","","","4.0","","","","","","","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Samir Akhavan","","2008-04-22","Just travelled through SAN on my way to PHX. Terminal one must have been designed by a fool who has never been through an airport and has no regard for the needs of passengers. You have to use a sky bridge to get in and out and the terminal must still have the same look and design as when originally opened. Avoid this airport - at least terminal one - at all costs.","","","","1.0","","","","","","","","","0"
"san-diego-airport","/airport-reviews/san-diego-airport","San Diego Airport customer review","Geoff Maguire","","2007-10-03","SAN is a hogde podge of up and down stairs evolutions. Access and egress with baggage is a pain. It has only one runway and is frequently affected by weather. The old style tunnel like concourses are cramped and the airside concessions are wedged in. Security is also wedged in forming narrow bottlenecks and is subject to frequent delays and back ups The airport authority and the city has resisted moving the airport for years and relied on a never ending series of short term fixes which make the facility ever the more dysfunctional. Not a bad connection if your destination is San Diego downtown but miserable if you are going anywhere else in the region. For one of the nations favorite tourist destinations and a tech hub to have such a poor airport is really a shame. Free wireless sound good though.","","","","2.0","","","","","","","","","0"
